name:,Fullness Factor:,ND Rating:,Weight loss:,Optimum health:,Weight gain:,carbs ratio:,fats ratio:,protein ratio:,GLYCEMIC_LOAD:,Completeness Score:,Amino Acid Score:,Calories:,Calories From Carbohydrate:,Calories From Fat:,Calories From Protein:,Calories From Alcohol:,Dietary Fiber:,Starch:,Sugars:,Sucrose:,Glucose:,Fructose:,Lactose:,Maltose:,Galactose:,Total Fat:,Saturated Fat:,4:00,6:00,8:00,10:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,22:00,24:00:00,Monounsaturated Fat:,14:01,15:01,16:1 undifferentiated:,16:1 c:,16:1 t:,17:01,18:1 undifferentiated:,18:1 c:,18:1 t:,20:01,22:1 undifferentiated:,22:1 c:,22:1 t:,24:1 c:,Polyunsaturated Fat:,16:2 undifferentiated:,18:2 undifferentiated:,"18:2 n-6 c,c:","18:2 c,t:","18:2 t,c:","18:2 t,t:",18:2 i:,18:2 t not further defined:,18:03,"18:3 n-3, c,c,c:","18:3 n-6, c,c,c:",18:4 undifferentiated:,"20:2 n-6 c,c:",20:3 undifferentiated:,20:3 n-3:,20:3 n-6:,20:4 undifferentiated:,20:4 n-3:,20:4 n-6:,20:5 n-3:,22:02,22:5 n-3:,22:6 n-3:,Total trans fatty acids:,Total trans-monoenoic fatty acids:,Total trans-polyenoic fatty acids:,Total Omega-3 fatty acids:,Total Omega-6 fatty acids:,Protein:,Tryptophan:,Threonine:,Isoleucine:,Leucine:,Lysine:,Methionine:,Cystine:,Phenylalanine:,Tyrosine:,Valine:,Arginine:,Histidine:,Alanine:,Aspartic acid:,Glutamic acid:,Glycine:,Proline:,Serine:,Hydroxyproline:,Vitamin A:,Retinol:,Retinol Activity Equivalent:,Alpha Carotene:,Beta Carotene:,Beta Cryptoxanthin:,Lycopene:,Lutein+Zeaxanthin:,Vitamin C:,Vitamin D:,Vitamin E (Alpha Tocopherol):,Beta Tocopherol:,Gamma Tocopherol:,Delta Tocopherol:,Vitamin K:,Thiamin:,Riboflavin:,Niacin:,Vitamin B6:,Folate:,Food Folate:,Folic Acid:,Dietary Folate Equivalents:,Vitamin B12:,Pantothenic Acid:,Choline:,Betaine:,Calcium:,Iron:,Magnesium:,Phosphorus:,Potassium:,Sodium:,Zinc:,Copper:,Manganese:,Selenium:,Fluoride:,Cholesterol:,Phytosterols:,Campesterol:,Stigmasterol:,Beta-sitosterol:,Alcohol:,Water:,Ash:,Caffeine:,Theobromine:,tag
Pork. cured. ham with natural juices. slice. bone-in. separable lean and fat. unheated,2.9,1.6,23.72989827,18.83007505,18.09264688,1%,42%,57%,0.170000076,38,133,158.98158,1.1080323,66.61163,91.25814,0,0,,0.03999539,0,39.99484,0,0,0,0,7.400309,2.235835,0,0,0,0,0,,81.00518,0,1423.9825,21.002775,688.1036,,9.999676,13.000965,,2.964676,0,0,163.01541,,,0,2754.5981,,,46.99369,0,,,,0.9671252,,834.90857,,,,,,,33.004616,,,0,33.004616,0,,,65.993965,,,0,,0,0,0.04899795,,,33.004616,867.9998,22.817701,213.03015,1016.94653,1027.1241,1823.0051,1919.1526,543.04376,256.00067,911.1412,737.07043,1153.0458,1457.7697,994.01495,1346.1406,1988.8184,3258.532,1208.0239,983.8493,892.02704,158.0142,39.005146,12.00148,12.00148,0,0,0,0,0,0,,0.25002137,0.010001244,0.03999539,0,0,0.23898235,0.22998172,6.2276177,0.3369846,1.0000149,1.0000149,0,1.0000149,0.5699225,0.4069902,116.71784,1.7002631,8.999572,1.0501049,18.999727,247.98738,288.95923,838.9413,2.2001946,0.09699988,0.022001525,43.702835,,62.99049,,,,,0,67.17032,2.7296727,0,0,1
Pork. cured. ham with natural juices. slice. bone-in. separable lean only. heated. pan-broil,3.2,1.8,27.62197495,21.23340217,17.43435965,0%,26%,74%,0,41,134,150.00142,0,39.420837,110.58581,0,0,0,0,0,0,0,0,0,0,4.380555,1.110172,0,0,0,0,0,,39.005146,0,706.0161,12.00148,334.00714,,3.9998012,14.998988,,1.3511406,0,0,96.009544,,,0,1233.9092,1222.0751,12.00148,21.002775,0,,,,0.5769344,,458.0305,451.0222,,,7.000213,,,12.00148,12.00148,0,0,14.998988,0,,,91.99397,,,0,,0,0,0.019001834,0.012001306,0.006999225,12.00148,466.0451,27.74833,259.9786,1241.0646,1253.0825,2223.336,2344.3596,664.0002,312.01794,1110.157,900.0866,1403.9972,1776.1825,1209.1886,1633.8605,2420.891,3971.551,1448.8994,1191.0695,1086.1697,180.02693,44.999252,13.000965,13.000965,0,0,0,0,0,0,,0.22998172,0.010001244,0.029999979,0,0,0.3080108,0.26097843,9.011145,0.39194074,1.0000149,1.0000149,0,1.0000149,0.6000336,0.46893102,138.916,1.7997969,12.00148,1.1999991,23.001692,291.00858,358.00574,834.90857,3.0301704,0.095997654,0.022001525,51.005302,,79.99666,,,,,0,65.86689,2.8497818,0,0,1
Pork. cured. ham with natural juices. slice. bone-in. separable lean only. unheated,3.3,1.9,29.20594634,22.38124101,17.38012241,0%,21%,79%,0,42,134,122.9922,0,25.830032,97.1575,0,0,0,0,0,0,0,0,0,0,2.87,0.72592336,0,0,0,0,0,,25.996523,0,462.02042,8.001201,218.99742,,3.0001352,9.999676,,0.8841324,0,0,62.99049,,,0,807.9954,799.98914,8.001201,13.997976,0,,,,0.37805477,,300.02628,294.96143,,,5.0005703,,,8.001201,8.001201,0,0,9.999676,0,,,60.007927,,,0,,0,0,0.012001306,0.008000115,0.005000487,8.001201,304.9821,24.339664,227.97006,1088.9646,1099.1566,1950.2263,2057.0444,582.0617,272.9878,974.1005,790.02924,1231.9288,1558.0001,1059.9733,1434.0817,2122.832,3483.6946,1270.9197,1045.0967,953.0531,158.0142,39.005146,12.00148,12.00148,0,0,0,0,0,0,,0.19998784,0.010001244,0.029999979,0,0,0.23998661,0.25099087,6.589911,0.35196427,1.0000149,1.0000149,0,1.0000149,0.6000336,0.41306373,125.30524,1.7002631,8.999572,1.0998687,20.001848,257.982,300.02628,861.057,2.2999694,0.09699988,0.022001525,46.498146,,62.99049,,,,,0,70.28272,2.799857,0,0,1
Pork. cured. ham with natural juices. slice. boneless. separable lean and fat. heated. pan-broil,3.1,1.7,26.58824545,20.72675909,17.90538427,3%,26%,71%,1.040024042,45,134,117.999626,3.8497496,30.59492,83.542206,0,0,0,1.040024,310.01974,719.9872,9.999676,0,0,0,3.3995953,1.0541645,0,0,0,0,1.0000149,,37.003403,0,666.9931,5.9997916,329.00217,,5.0005703,8.999572,,1.4450371,0,0,86.99301,,,3.0001352,1334.0869,,,20.001848,0,,,,0.45392898,,368.03394,,,,,,,15.999458,,,0,13.000965,0,,,57.998978,,,0,,0,0,0.02299783,,,15.999458,381.02634,20.888386,196.02336,933.9593,943.00336,1673.1648,1764.2408,499.0495,235.03435,834.90857,676.92224,1056.9132,1335.8022,909.9712,1229.9518,1821.8344,2988.779,1092.1174,896.9117,817.1311,135.00063,43.998653,13.000965,13.000965,0,0,0,0,0,0,,0.21996589,0.010001244,0.029999979,0,0,0.5129932,0.21700469,7.3742023,0.50399184,1.0000149,1.0000149,0,1.0000149,0.4200384,0.8389784,81.894775,6.199669,5.9997916,0.9299177,21.99718,320.9641,362.98523,1160.1049,2.129924,0.27197495,0.026000518,36.896572,,57.998978,,,,,0,70.94053,3.8005867,0,0,1
Pork. cured. ham with natural juices. slice. boneless. separable lean only. heated. pan-broil,3.2,1.7,27.41678767,20.9986818,17.26735141,3%,25%,72%,1.050104856,45,134,116.00763,3.767757,28.443266,83.78409,0,0,0,1.0501049,320.0375,719.9872,9.999676,0,0,0,3.160449,0.97493136,0,0,0,0,1.0000149,,33.994606,0,614.9294,5.9997916,304.9821,,3.9998012,8.999572,,1.3330203,0,0,81.00518,,,3.0001352,1229.9518,1216.9823,13.000965,18.00149,0,,,,0.42397904,,341.05463,331.97476,,,8.999572,,,13.997976,13.997976,0,0,11.000802,0,,,57.00155,,,0,,0,0,0.022001525,0.012998266,0.009000169,13.997976,343.03238,20.948866,196.97018,936.9643,946.0375,1678.009,1769.9174,500.97696,235.03435,838.1332,679.97345,1059.9733,1340.1002,912.01965,1233.9092,1827.109,2998.3955,1093.873,898.9308,820.0236,136.00175,43.998653,13.000965,13.000965,0,0,0,0,0,0,,0.21996589,0,0.029999979,0,0,0.51398486,0.21798731,7.3955555,0.5059422,1.0000149,1.0000149,0,1.0000149,0.4200384,0.8408693,82.290344,6.300066,5.9997916,0.9401409,21.99718,321.99683,364.03616,1163.0901,2.1402166,0.27101207,0.026000518,37.003403,,57.00155,,,,,0,71.100235,3.8103688,0,0,1
Pork. cured. ham with natural juices. spiral slice. boneless. separable lean and fat. heated. roasted,3.1,1.6,25.3552538,19.30734283,16.86623224,1%,34%,65%,1.059942484,42,134,136.00175,1.3792269,45.88974,88.71449,0,0,0,1.0599425,480.02393,580.00854,0,0,0,0,5.099544,1.6098489,0,0,0,1.0000149,1.0000149,,51.997932,0,1003.963,13.000965,511.0547,,7.000213,20.001848,,2.2186563,0,0,135.00063,,,0,2053.0835,,,32.002308,0,,,,0.8389784,,643.00916,,,,,,,21.002775,,,0,21.002775,0,,,153.01889,,,0,,0,0,0.03499428,,,21.002775,664.0002,22.18168,208.02585,991.14526,1000.1004,1775.0417,1871.0621,529.94653,249.02515,886.88403,717.9086,1121.988,1418.9597,965.99866,1306.9396,1934.0056,3171.7808,1163.8375,953.972,867.9998,144.00497,43.006485,13.000965,13.000965,0,0,0,0,0,0,,0.18997993,0,0.029999979,0,0,0.46293136,0.22600952,6.619619,0.42193618,1.0000149,1.0000149,0,1.0000149,0.49995255,1.032029,83.70338,3.5997064,3.9998012,0.83012104,21.99718,308.03433,345.0216,976.92084,1.7997969,0.19300982,0.022001525,41.101963,,63.98985,,,,,0,68.521545,3.730413,0,0,1
Pork. cured. ham with natural juices. spiral slice. boneless. separable lean and fat. unheated,2.9,1.5,22.56581364,17.47120057,17.04785008,2%,40%,58%,1.180104136,38,133,128.98085,2.58123,51.74798,74.6341,0,0,0,1.1801041,739.9172,440.00296,0,0,0,0,5.75066,1.8330739,0,0,0,0,0,,60.999146,0,1147.872,14.998988,582.0617,,8.001201,18.00149,,2.5132911,0,0,141.98387,,,0,2335.34,,,35.995106,0,,,,0.90193784,,717.9086,,,,,,,25.996523,,,0,24.997374,0,,,131.99881,,,0,,0,0,0.042005304,,,25.996523,743.01355,18.660978,174.00005,833.03326,841.10004,1491.8792,1572.0769,444.97794,209.97284,744.9255,602.997,943.00336,1192.984,812.942,1099.863,1627.0516,2666.6606,983.8493,803.07886,730.0014,125.9914,39.005146,12.00148,12.00148,0,0,0,0,0,0,,0.19998784,0,0.029999979,0,0,0.39105818,0.18699735,5.574204,0.3559551,1.0000149,1.0000149,0,1.0000149,0.43002847,0.017001577,75.79383,3.299506,3.9998012,0.74989486,18.999727,275.9857,310.01974,880.9213,1.6301566,0.16797966,0.00100015,36.801872,,57.00155,,,,,0,70.62221,4.2693896,0,0,1
Pork. cured. ham with natural juices. spiral slice. boneless. separable lean only. unheated,3.1,1.6,24.93866086,18.83047679,16.51333817,2%,27%,71%,1.21983707,41,134,108.99872,2.647599,29.343533,76.996315,0,0,0,1.2198371,779.9428,440.00296,0,0,0,0,3.2605095,1.0090592,0,0,0,0,0,,31.00055,0,623.082,8.001201,328.05237,,3.9998012,15.999458,,1.3841127,0,0,88.00489,,,0,1277.8792,1266.03,12.00148,18.00149,0,,,,0.5849728,,428.01376,417.95926,,,9.999676,,,12.00148,12.00148,0,0,12.00148,0,,,133.0204,,,0,,0,0,0.022001525,0.012001306,0.010001244,12.00148,430.08112,19.251635,181.01276,861.057,869.1159,1542.0668,1626.0067,459.94724,215.99318,769.98517,625.08673,974.1005,1231.9288,838.1332,1133.9452,1679.0875,2754.5981,1004.931,826.1047,754.0744,124.98363,39.005146,12.00148,12.00148,0,0,0,0,0,0,,0.17000008,0,0.029999979,0,0,0.39894485,0.19602448,5.7322135,0.36501205,1.0000149,1.0000149,0,1.0000149,0.43997213,,78.19276,3.3995953,3.9998012,0.76009446,20.001848,282.98825,316.9681,894.8971,1.65019,0.17099169,,37.905758,,57.00155,,,,,0,72.46065,4.390419,0,0,1
Pork. cured. ham with natural juices. spiral slice. meat only. boneless. separable lean only. heated. roasted,3.2,1.7,26.43911737,19.88474074,16.46808102,1%,27%,72%,1.079894781,43,134,125.9914,1.7222643,34.016453,90.23784,0,0,0,1.0798948,489.99487,589.96796,0,0,0,0,3.779883,1.1710333,0,0,0,0,0,,35.00304,0,722.0717,9.999676,380.0484,,5.0005703,18.999727,,1.6062307,0,0,101.986465,,,0,1482.8013,1469.052,13.997976,21.002775,0,,,,0.67893994,,496.01285,484.9838,,,12.00148,,,13.997976,13.997976,0,0,13.997976,0,,,154.00516,,,0,,0,0,0.026000518,0.013999227,0.012001306,13.997976,498.08856,22.562584,212.00613,1009.1364,1018.9085,1807.8427,1906.2498,540.0863,252.97595,902.9826,732.1149,1141.9873,1443.7886,982.9016,1328.9542,1967.8468,3229.3545,1178.1315,967.8623,882.9044,146.00793,43.006485,13.000965,13.000965,0,0,0,0,0,0,,0.18997993,0,0.029999979,0,0,0.46802616,0.22998172,6.720335,0.42795655,1.0000149,1.0000149,0,1.0000149,0.5100298,1.0501049,86.10334,3.7005665,3.9998012,0.8400584,21.99718,312.01794,349.03476,986.06415,1.8201579,0.18900086,0.022001525,41.79432,,62.99049,,,,,0,69.47462,3.770179,0,0,1
Pork. cured. ham with natural juices. whole. boneless. separable lean and fat. heated. roasted,3.2,1.7,27.21936996,20.77316191,17.10642272,3%,25%,72%,0.840058386,45,134,114.01263,3.6721387,28.170465,82.15828,0,0,0,0.81007594,370.0493,440.00296,0,0,0,0,3.1301284,1.0840695,0,0,0,1.0000149,3.0001352,,39.005146,0,685.0159,8.001201,336.05197,,5.0005703,8.001201,,1.4788721,0,0,91.99397,,,3.0001352,1363.9873,,,21.002775,0,,,,0.45203316,,370.0493,,,,,,,17.000992,,,0,12.00148,0,,,54.006813,,,0,,0,0,0.022001525,,,17.000992,382.00677,20.542345,193.024,919.0781,927.0843,1645.9768,1735.0155,490.94022,230.99243,821.8696,666.9931,1039.0712,1314.0962,894.8971,1209.9657,1792.2305,2940.2131,1072.9916,882.05396,804.11145,133.0204,43.998653,13.000965,13.000965,0,0,0,0,0,0,,0.26996553,0.010001244,0.029999979,0,0,0.6190564,0.21498322,6.820392,0.460998,1.9998937,1.9998937,0,1.9998937,0.4200384,0.8901236,79.612114,7.8006806,5.9997916,0.8400584,21.99718,317.98795,366.97147,1178.8885,1.9800671,0.27197495,0.026998628,32.69857,,56.00328,,,,,0,71.6275,3.8596582,0,0,1
Pork. cured. ham with natural juices. whole. boneless. separable lean and fat. unheated,3.1,1.7,26.43181266,20.54597996,17.77399427,3%,28%,69%,1.020151496,44,134,112.01594,3.6147745,30.871357,77.51749,0,0,0,1.0201515,280.0042,730.0014,9.999676,0,0,0,3.43032,1.0048499,0,0,0,1.0000149,1.9998937,,35.00304,0,635.0037,7.000213,314.029,,3.9998012,8.999572,,1.3721511,0,0,81.00518,,,3.0001352,1268.0651,,,18.999727,0,,,,0.42795655,,346.02054,,,,,,,13.997976,,,0,12.00148,0,,,56.00328,,,0,,0,0,0.022001525,,,13.997976,358.00574,19.381948,182.00397,866.88525,874.99866,1553.0033,1637.0127,463.95386,218.01474,774.948,628.9136,981.00903,1239.8691,844.0774,1141.9873,1690.9958,2774.1343,1013.03394,831.96356,758.9347,98.98468,43.998653,13.000965,13.000965,0,0,0,0,0,0,,0.2599705,0.010001244,0.029999979,0,0,0.529943,0.20903064,6.8599486,0.4730246,1.0000149,1.0000149,0,1.0000149,0.41001576,0.78595084,74.9946,5.4994893,5.9997916,0.8700293,21.002775,301.96005,346.02054,1095.9834,1.9699111,0.1419846,0.024996204,34.401073,,52.992855,,,,,0,72.67045,3.5594497,0,0,1
Pork. cured. ham with natural juices. whole. boneless. separable lean only. heated. roasted,3.2,1.8,27.47380984,21.06387783,17.31378958,3%,24%,73%,0.840058386,46,134,112.99172,3.6287396,27.087767,82.263916,0,0,0,0.81007594,370.0493,440.00296,0,0,0,0,3.0097914,1.0440447,0,0,0,1.0000149,3.0001352,,37.003403,0,658.9007,7.000213,323.9681,,5.0005703,8.001201,,1.4219968,0,0,88.99994,,,3.0001352,1311.1447,1296.9022,14.998988,20.001848,0,,,,0.4370074,,356.056,350.04532,,,5.9997916,,,15.999458,15.999458,0,0,12.00148,0,,,54.006813,,,0,,0,0,0.020997066,0.014999647,0.006000858,15.999458,362.0536,20.568758,193.024,919.9643,928.87286,1648.0931,1737.8044,492.0454,230.99243,822.92633,668.06525,1041.0758,1316.2086,896.0477,1211.9108,1795.1115,2943.9934,1075.0616,882.9044,804.8867,133.0204,43.998653,13.000965,13.000965,0,0,0,0,0,0,,0.26996553,0.010001244,0.029999979,0,0,0.6200531,0.21602646,6.8291626,0.46203804,1.9998937,1.9998937,0,1.9998937,0.4200384,0.89212966,79.791336,7.8006806,5.9997916,0.8501146,21.99718,317.98795,366.97147,1180.0253,1.9800671,0.27197495,0.026998628,32.69857,,56.00328,,,,,0,71.7196,3.8695924,0,0,1
Pork. cured. ham with natural juices. whole. boneless. separable lean only. unheated,3.1,1.7,26.69031247,20.84482431,17.99103978,3%,26%,71%,1.030039907,44,134,109.983536,3.3454123,28.885254,77.74193,0,0,0,1.0300399,280.0042,739.9172,9.999676,0,0,0,3.2095737,0.93411374,0,0,0,1.0000149,1.9998937,,32.002308,0,589.0212,5.9997916,291.00858,,3.9998012,8.001201,,1.2739452,0,0,76.996315,,,3.0001352,1176.9966,1163.8375,13.000965,17.000992,0,,,,0.399974,,320.9641,313.02185,,,8.001201,,,13.000965,13.000965,0,0,9.999676,0,,,56.00328,,,0,,0,0,0.02000271,0.012998266,0.008000115,13.000965,322.92908,19.438068,182.00397,869.95386,876.96844,1556.9995,1641.7523,464.99832,218.01474,777.94104,630.93713,982.9016,1243.8584,847.06525,1144.9258,1694.8026,2782.1663,1014.98834,834.1044,760.8876,98.98468,43.998653,13.000965,13.000965,0,0,0,0,0,0,,0.2599705,0.010001244,0.029999979,0,0,0.53096735,0.20903064,6.877603,0.47393912,1.0000149,1.0000149,0,1.0000149,0.41001576,0.7879758,75.21173,5.4994893,5.9997916,0.8700293,21.002775,303.02893,347.02237,1098.0978,1.9800671,0.1419846,0.024996204,34.50068,,52.992855,,,,,0,72.857445,3.5594497,0,0,1
Pork. cured. salt pork. raw,0.5,0.4,0,5.00938323,16.68302311,0%,97%,3%,0,4,48,748.0428,0.2559774,726.259,21.563389,0,0,0,0,0,0,0,0,0,0,80.512276,29.381264,0,0,0,0,160.00629,,1050.1447,,17671.076,,10330.987,,,,,37.942307,,,2499.9207,,,,34927.188,,,0,0,,,,9.401503,,8630.108,,,,,,,650.0706,,,0,,,,,79.99666,,,0,,0,0,,,,650.0706,8630.108,5.0506263,17.000992,165.97446,133.0204,352.98117,419.03476,74.9946,43.998653,188.97467,82.00008,242.00636,522.0055,57.00155,282.98825,417.02048,692.98376,361.00836,268.03476,190.00949,,0,0,0,0,0,0,0,0,0,,0,,,,0,0.21498322,0.061004594,1.6202313,0.08000208,1.0000149,1.0000149,0,1.0000149,0.28999484,0.20502128,19.301174,1.3000101,5.9997916,0.43997213,7.000213,51.997932,65.993965,1423.9825,0.89990973,0.050003715,0.005000487,5.800763,,85.992775,0,0,0,0,0,11.000802,3.6497881,0,0,1
Pork. cured. separable fat (from ham and arm picnic). roasted,0.6,0.6,0,6.839949007,18.35458061,0%,94%,6%,0,7,47,590.9163,0.25131488,558.0758,32.625126,,0,0,0,,,,,,,61.867462,22.693428,0,0,0,0,109.983536,,820.0236,,14089.918,,7519.111,,,,,29.694393,,,1830.046,,,,27458.111,,,0,0,,,,6.5793333,,5770.4575,,,,,,,639.9183,,,0,,,,,139.99113,,,0,,0,0,,,,639.9183,5770.4575,7.639469,24.997374,251.0331,200.99704,534.048,632.96716,112.99172,66.99792,286.0041,123.98392,364.9729,789.0148,85.992775,428.01376,630.93713,1049.1332,546.0174,406.0486,287.01648,,0,0,0,,,,,,0,,,,,,,0.28701887,0.09099031,2.227945,0.029999979,1.9998937,1.9998937,0,1.9998937,0.4200384,0.29300153,,,8.001201,0.6099614,8.999572,160.00629,164.01341,624.08356,1.3100791,0.069009766,0.006999225,11.700721,,85.992775,0,0,0,0,0,28.894535,1.6801622,,,1
Pork. cured. separable fat (from ham and arm picnic). unheated,0.5,0.6,0,7.590794184,19.24846112,0%,96%,4%,0,6,45,579.0777,0.88384813,553.9677,24.253805,0,0,,0,0,0,0,0,0,0,61.412037,22.519136,0,0,0,0,109.983536,,820.0236,,13990.693,,7470.9575,,,,,29.466333,,,1810.1671,,,,27255.988,,,0,0,,,,6.5308943,,5729.821,,,,,,,629.92456,,,0,,,,,130.02084,,,0,,0,0,,,,629.92456,5729.821,5.680877,18.00149,186.98198,150.00142,396.00095,469.95386,83.99968,49.999485,212.00613,91.99397,270.97827,586.0015,63.98985,317.98795,469.04892,779.9428,406.0486,301.96005,213.99037,,0,0,0,0,0,0,0,0,0,,0,,,,0,0.2409951,0.06800502,1.8201579,0.029999979,1.0000149,1.0000149,0,1.0000149,0.33000058,0.22998172,23.202068,1.4999374,5.0005703,0.39005193,5.9997916,98.00385,105.011795,505.01642,0.7999781,0.043997973,0.005000487,4.6998997,,67.99529,0,0,0,0,0,31.06036,1.769966,0,0,1
Pork. cured. shoulder. arm picnic. separable lean and fat. roasted,2.3,1.3,17.47381787,16.14404787,20.18200566,0%,69%,31%,0,30,137,280.0042,0.19170545,192.59045,87.24489,0,0,0,0,0,0,0,0,0,0,21.349712,7.668978,0,0,0,30.00122,49.999485,,280.0042,,4780.3247,,2499.9207,,,,,10.138774,,,669.9995,,,,9348.765,,,0,0,,,,2.320013,,1979.8942,,,,,,,219.98453,,,0,,,,,100.00745,,,0,,0,0,,,,219.98453,1979.8942,20.430464,227.02003,884.89197,861.057,1602.1562,1727.785,516.00354,294.01544,871.0724,637.0469,894.0351,1403.0955,683.0383,1087.9156,1746.1982,3005.1453,957.9641,786.98975,755.044,,0,0,0,0,0,0,0,0,0,,0.23998661,,,,0,0.61192715,0.18997993,4.126427,0.27998212,3.0001352,3.0001352,0,3.0001352,0.9299177,0.5590239,79.791336,5.39969,9.999676,0.9498652,13.997976,220.97609,257.982,1071.958,2.5100627,0.11300784,0.023997106,33.60373,,57.998978,0,0,0,0,0,54.722836,3.5094793,0,0,1
Pork. cured. shoulder. arm picnic. separable lean only. roasted,3,1.7,25.53561266,20.21383041,18.34425202,0%,37%,63%,0,40,136,170.02179,0.014628819,63.4984,106.506615,0,0,0,0,0,0,0,0,0,0,7.040813,2.3598676,0,0,0,30.00122,20.001848,,90.00624,,1489.9634,,719.9872,,,,,3.230267,,,270.02243,,,,2960.1145,,,0,0,,,,0.81007594,,639.9183,,,,,,,79.99666,,,0,,,,,90.00624,,,0,,0,0,,,,79.99666,639.9183,24.941223,298.968,1109.0876,1093.873,1979.8942,2114.6648,658.9007,374.9553,1077.828,817.91895,1081.9908,1619.7509,894.0351,1472.832,2363.2627,4067.091,1296.9022,1066.12,1021.8585,,0,0,0,0,0,0,0,0,0,,0.2599705,,,,0,0.72709185,0.22600952,4.7975454,0.36998367,3.9998012,3.9998012,0,3.9998012,1.110172,0.65406954,101.39845,6.800699,11.000802,1.0798948,15.999458,243.0191,292.0387,1231.1377,2.9400096,0.12801674,0.029999979,41.3005,,48.000683,0,0,0,0,0,63.86663,4.1597075,0,0,1
Pork. cured. shoulder. blade roll. separable lean and fat. roasted,2.2,1.3,16.1404196,15.37564877,20.15125148,0%,74%,26%,0.369983673,28,135,287.01648,1.4380862,211.80193,73.79967,0,0,,,,,,,,,23.479498,8.380058,0,0,0,49.999485,39.99484,,249.98695,,5120.502,,2929.8418,,,,,11.029111,,,880.07275,,,,10150.064,,,0,0,,,,2.5100627,,2150.2852,,,,,,,359.96616,,,0,,,,,0,,,0,,0,0,,,,359.96616,2150.2852,17.281828,207.02588,768.009,756.9868,1371.0159,1464.8109,455.97522,259.9786,745.88324,566.9297,749.00464,1121.988,619.0917,1019.89087,1635.9613,2817.2407,898.0649,738.0181,708.06024,,0,0,0,,,,,,3.200305,,,,,,,0.4599603,0.28499058,2.3773751,0.20997734,3.0001352,3.0001352,0,3.0001352,1.0501049,0.7699371,,,7.000213,0.8901236,13.000965,155.9968,194.01866,972.8497,2.4502878,0.07599341,0.02299783,28.599026,,66.99792,0,0,0,0,0,56.183475,2.7000108,,,1
Pork. cured. shoulder. blade roll. separable lean and fat. unheated,2.2,1.2,15.0543624,14.0234229,18.98296838,0%,74%,26%,0,29,135,268.98355,0.37466064,198.30342,70.327896,,0,0,0,,,,,,,21.983053,7.9397445,,,,39.99484,30.00122,,268.98355,,4748.1855,,2852.7576,,,,,9.755343,,,727.8939,,,,9027.088,,,,,,,,2.3342226,,2015.1854,,,,,,,319.01108,,,,,,,,,,,,,,,,,,319.01108,2015.1854,16.4688,197.98517,733.0563,722.0717,1306.9396,1396.7996,434.9439,247.98738,711.93756,540.0863,713.9988,1069.8939,589.96796,971.9126,1560.0033,2684.7104,856.0925,703.9779,674.968,,0,0,0,,,,,,0.29997736,,,,,,,0.539928,0.21996589,2.7200406,0.2599705,3.0001352,3.0001352,0,3.0001352,1.3000101,0.7099883,,,7.000213,0.8200373,13.000965,199.00539,294.96143,1249.8665,2.350029,0.08999106,0.0330048,21.99718,,52.992855,,,,,0,59.127712,3.8497496,,,1
Pork. fresh. backfat. raw,0.5,1,0,11.50002291,23.13029796,0%,99%,1%,0,2,146,811.89813,0,799.98914,11.951462,0,0,0,0,0,0,0,0,0,0,88.686005,32.208584,0,0,0,60.007927,190.00949,,1119.8275,,19452.547,,11390.765,,,,,41.955746,,,2750.1775,,,,38485.363,,,719.9872,0,,,,10.349395,,9500.134,,,,,,,739.9172,,,0,,,,,109.983536,,,0,,0,0,,,,739.9172,9500.134,2.9202366,37.003403,133.0204,137.01031,233.97969,263.00256,76.996315,37.003403,117.01818,101.986465,158.0142,182.00397,117.01818,170.02179,270.97827,457.0017,139.00528,117.01818,120.99363,,14.998988,5.0005703,5.0005703,0,0,0,0,0,0.10000421,,0,,,,0,0.08400073,0.050996296,0.98501515,0.03999539,1.0000149,1.0000149,0,1.0000149,0.18000458,0.11500275,15.399355,0.6000336,1.9998937,0.18000458,1.9998937,38.0033,65.00506,11.000802,0.36998367,0.017999765,0.002000019,8.001201,,57.00155,,,,,0,7.691185,0.70000964,0,0,1
Pork. fresh. backribs. separable lean and fat. cooked. roasted,2.3,1.7,21.22568557,20.90689312,24.14573159,0%,72%,28%,0,26,146,370.0493,0,266.83203,103.239044,,0,0,0,,,,,,,29.580143,10.990205,,,,9.999676,9.999676,,389.94174,,6749.803,,3649.7996,,,,,13.459961,,,1000.1004,,,,12119.321,,,230.0298,,,,,2.320013,,2049.7886,,,,,,,90.00624,,,,,,,,79.99666,,,,,,,,,,90.00624,2049.7886,24.261599,308.03433,1108.0193,1136.1328,1947.0964,2182.2952,641.97723,309.02545,967.8623,844.89124,1316.2086,1507.7782,969.10675,1413.0464,2249.9194,3798.1162,1151.9352,975.03973,1002.02985,,8.999572,3.0001352,3.0001352,,,,,,0.29997736,,,,,,,0.42699304,0.19998784,3.5503116,0.30701974,3.0001352,3.0001352,0,3.0001352,0.63991547,0.5799125,,,44.999252,1.380114,21.002775,195.01843,315.0394,101.00833,3.3702283,0.080996916,0.009000169,39.294403,,117.999626,,,,,0,45.435017,1.0900112,,,1
